day_in_year,start_bin_id,end_bin_id,next_day_in_year,next_start_bin_id,next_end_bin_id
2019049,88,95,2019050,0,27
2019049,89,95,2019050,0,28
2019049,90,95,2019050,0,29
2019049,91,95,2019050,0,30
2019049,92,95,2019050,0,31
2019049,93,95,2019050,0,32
2019049,94,95,2019050,0,33
2019049,95,95,2019050,0,34
2019050,0,35,,,
2019050,1,36,,,
2019050,2,37,,,
2019050,3,38,,,
2019050,4,39,,,
2019050,5,40,,,
2019050,6,41,,,
2019050,7,42,,,
2019050,8,43,,,
2019050,9,44,,,
2019050,10,45,,,
2019050,11,46,,,
2019050,12,47,,,
2019050,13,48,,,
2019050,14,49,,,
2019050,15,50,,,
2019050,16,51,,,
2019050,17,52,,,
2019050,18,53,,,
2019050,19,54,,,
2019050,20,55,,,
2019050,21,56,,,
2019050,22,57,,,
2019050,23,58,,,
2019050,24,59,,,
2019050,25,60,,,
2019050,26,61,,,
2019050,27,62,,,
2019050,28,63,,,
2019050,29,64,,,
2019050,30,65,,,
2019050,31,66,,,
2019050,32,67,,,
2019050,33,68,,,
2019050,34,69,,,
2019050,35,70,,,
2019050,36,71,,,
2019050,37,72,,,
2019050,38,73,,,
2019050,39,74,,,
2019050,40,75,,,
2019050,41,76,,,
2019050,42,77,,,
2019050,43,78,,,
2019050,44,79,,,
2019050,45,80,,,
2019050,46,81,,,
2019050,47,82,,,
2019050,48,83,,,
2019050,49,84,,,
2019050,50,85,,,
2019050,51,86,,,
2019050,52,87,,,
2019050,53,88,,,
2019050,54,89,,,
2019050,55,90,,,
2019050,56,91,,,
2019050,57,92,,,
2019050,58,93,,,
2019050,59,94,,,
2019050,60,95,,,
2019050,61,95,2019051,0,0
2019050,62,95,2019051,0,1
2019050,63,95,2019051,0,2
2019050,64,95,2019051,0,3
2019050,65,95,2019051,0,4
2019050,66,95,2019051,0,5
2019050,67,95,2019051,0,6
2019050,68,95,2019051,0,7
2019050,69,95,2019051,0,8
2019050,70,95,2019051,0,9
2019050,71,95,2019051,0,10
2019050,72,95,2019051,0,11
2019050,73,95,2019051,0,12
2019050,74,95,2019051,0,13
2019050,75,95,2019051,0,14
2019050,76,95,2019051,0,15
2019050,77,95,2019051,0,16
2019050,78,95,2019051,0,17
2019050,79,95,2019051,0,18
2019050,80,95,2019051,0,19
2019050,81,95,2019051,0,20
2019050,82,95,2019051,0,21
2019050,83,95,2019051,0,22
2019050,84,95,2019051,0,23
2019050,85,95,2019051,0,24
2019050,86,95,2019051,0,25
2019050,87,95,2019051,0,26
2019050,88,95,2019051,0,27
2019050,89,95,2019051,0,28
2019050,90,95,2019051,0,29
2019050,91,95,2019051,0,30
2019050,92,95,2019051,0,31
2019050,93,95,2019051,0,32
2019050,94,95,2019051,0,33
2019050,95,95,2019051,0,34
2019051,0,35,,,
2019051,1,36,,,
2019051,2,37,,,
2019051,3,38,,,
2019051,4,39,,,
2019051,5,40,,,
2019051,6,41,,,
2019051,7,42,,,
2019051,8,43,,,
2019051,9,44,,,
2019051,10,45,,,
2019051,11,46,,,
2019051,12,47,,,
2019051,13,48,,,
2019051,14,49,,,
2019051,15,50,,,
2019051,16,51,,,
2019051,17,52,,,
2019051,18,53,,,
2019051,19,54,,,
2019051,20,55,,,
2019051,21,56,,,
2019051,22,57,,,
2019051,23,58,,,
2019051,24,59,,,
2019051,25,60,,,
2019051,26,61,,,
2019051,27,62,,,
2019051,28,63,,,
2019051,29,64,,,
2019051,30,65,,,
2019051,31,66,,,
2019051,32,67,,,
2019051,33,68,,,
2019051,34,69,,,
2019051,35,70,,,
2019051,36,71,,,
2019051,37,72,,,
2019051,38,73,,,
2019051,39,74,,,
2019051,40,75,,,
2019051,41,76,,,
2019051,42,77,,,
2019051,43,78,,,
2019051,44,79,,,
2019051,45,80,,,
2019051,46,81,,,
2019051,47,82,,,
2019051,48,83,,,
2019051,49,84,,,
2019051,50,85,,,
2019051,51,86,,,
2019051,52,87,,,
2019051,53,88,,,
2019051,54,89,,,
2019051,55,90,,,
2019051,56,91,,,
2019051,57,92,,,
2019051,58,93,,,
2019051,59,94,,,
2019051,60,95,,,
2019051,61,95,2019052,0,0
2019051,62,95,2019052,0,1
2019051,63,95,2019052,0,2
2019051,64,95,2019052,0,3
2019051,65,95,2019052,0,4
2019051,66,95,2019052,0,5
2019051,67,95,2019052,0,6
2019051,68,95,2019052,0,7
2019051,69,95,2019052,0,8
2019051,70,95,2019052,0,9
2019051,71,95,2019052,0,10
2019051,72,95,2019052,0,11
2019051,73,95,2019052,0,12
2019051,74,95,2019052,0,13
2019051,75,95,2019052,0,14
2019051,76,95,2019052,0,15
2019051,77,95,2019052,0,16
2019051,78,95,2019052,0,17
2019051,79,95,2019052,0,18
2019051,80,95,2019052,0,19
2019051,81,95,2019052,0,20
2019051,82,95,2019052,0,21
2019051,83,95,2019052,0,22
2019051,84,95,2019052,0,23
2019051,85,95,2019052,0,24
2019051,86,95,2019052,0,25
2019051,87,95,2019052,0,26
2019051,88,95,2019052,0,27
2019051,89,95,2019052,0,28
2019051,90,95,2019052,0,29
2019051,91,95,2019052,0,30
2019051,92,95,2019052,0,31
2019051,93,95,2019052,0,32
2019051,94,95,2019052,0,33
2019051,95,95,2019052,0,34
2019052,0,35,,,
2019052,1,36,,,
2019052,2,37,,,
2019052,3,38,,,
2019052,4,39,,,
2019052,5,40,,,
2019052,6,41,,,
2019052,7,42,,,
2019052,8,43,,,
2019052,9,44,,,
2019052,10,45,,,
2019052,11,46,,,
2019052,12,47,,,
2019052,13,48,,,
2019052,14,49,,,
2019052,15,50,,,
2019052,16,51,,,
2019052,17,52,,,
2019052,18,53,,,
2019052,19,54,,,
2019052,20,55,,,
2019052,21,56,,,
2019052,22,57,,,
2019052,23,58,,,
2019052,24,59,,,
2019052,25,60,,,
2019052,26,61,,,
2019052,27,62,,,
2019052,28,63,,,
2019052,29,64,,,
2019052,30,65,,,
2019052,31,66,,,
2019052,32,67,,,
2019052,33,68,,,
2019052,34,69,,,
2019052,35,70,,,
2019052,36,71,,,
2019052,37,72,,,
2019052,38,73,,,
2019052,39,74,,,
2019052,40,75,,,
2019052,41,76,,,
2019052,42,77,,,
2019052,43,78,,,
2019052,44,79,,,
2019052,45,80,,,
2019052,46,81,,,
2019052,47,82,,,
2019052,48,83,,,
2019052,49,84,,,
2019052,50,85,,,
2019052,51,86,,,
2019052,52,87,,,
2019052,53,88,,,
2019052,54,89,,,
2019052,55,90,,,
2019052,56,91,,,
2019052,57,92,,,
2019052,58,93,,,
2019052,59,94,,,
2019052,60,95,,,
2019052,61,95,2019053,0,0
2019052,62,95,2019053,0,1
2019052,63,95,2019053,0,2
2019052,64,95,2019053,0,3
2019052,65,95,2019053,0,4
2019052,66,95,2019053,0,5
2019052,67,95,2019053,0,6
2019052,68,95,2019053,0,7
2019052,69,95,2019053,0,8
2019052,70,95,2019053,0,9
2019052,71,95,2019053,0,10
2019052,72,95,2019053,0,11
2019052,73,95,2019053,0,12
2019052,74,95,2019053,0,13
2019052,75,95,2019053,0,14
2019052,76,95,2019053,0,15
2019052,77,95,2019053,0,16
2019052,78,95,2019053,0,17
2019052,79,95,2019053,0,18
2019052,80,95,2019053,0,19
2019052,81,95,2019053,0,20
2019052,82,95,2019053,0,21
2019052,83,95,2019053,0,22
2019052,84,95,2019053,0,23
2019052,85,95,2019053,0,24
2019052,86,95,2019053,0,25
2019052,87,95,2019053,0,26
2019052,88,95,2019053,0,27
2019052,89,95,2019053,0,28
2019052,90,95,2019053,0,29
2019052,91,95,2019053,0,30
2019052,92,95,2019053,0,31
2019052,93,95,2019053,0,32
2019052,94,95,2019053,0,33
2019052,95,95,2019053,0,34
2019053,0,35,,,
2019053,1,36,,,
2019053,2,37,,,
2019053,3,38,,,
2019053,4,39,,,
2019053,5,40,,,
2019053,6,41,,,
2019053,7,42,,,
2019053,8,43,,,
2019053,9,44,,,
2019053,10,45,,,
2019053,11,46,,,
2019053,12,47,,,
2019053,13,48,,,
2019053,14,49,,,
2019053,15,50,,,
2019053,16,51,,,
2019053,17,52,,,
2019053,18,53,,,
2019053,19,54,,,
2019053,20,55,,,
2019053,21,56,,,
2019053,22,57,,,
2019053,23,58,,,
2019053,24,59,,,
2019053,25,60,,,
2019053,26,61,,,
2019053,27,62,,,
2019053,28,63,,,
2019053,29,64,,,
2019053,30,65,,,
2019053,31,66,,,
2019053,32,67,,,
2019053,33,68,,,
2019053,34,69,,,
2019053,35,70,,,
2019053,36,71,,,
2019053,37,72,,,
2019053,38,73,,,
2019053,39,74,,,
2019053,40,75,,,
2019053,41,76,,,
2019053,42,77,,,
2019053,43,78,,,
2019053,44,79,,,
2019053,45,80,,,
2019053,46,81,,,
2019053,47,82,,,
2019053,48,83,,,
2019053,49,84,,,
2019053,50,85,,,
2019053,51,86,,,
2019053,52,87,,,
2019053,53,88,,,
2019053,54,89,,,
2019053,55,90,,,
2019053,56,91,,,
2019053,57,92,,,
2019053,58,93,,,
2019053,59,94,,,
2019053,60,95,,,
2019053,61,95,2019054,0,0
2019053,62,95,2019054,0,1
2019053,63,95,2019054,0,2
2019053,64,95,2019054,0,3
2019053,65,95,2019054,0,4
2019053,66,95,2019054,0,5
2019053,67,95,2019054,0,6
2019053,68,95,2019054,0,7
2019053,69,95,2019054,0,8
2019053,70,95,2019054,0,9
2019053,71,95,2019054,0,10
2019053,72,95,2019054,0,11
2019053,73,95,2019054,0,12
2019053,74,95,2019054,0,13
2019053,75,95,2019054,0,14
2019053,76,95,2019054,0,15
2019053,77,95,2019054,0,16
2019053,78,95,2019054,0,17
2019053,79,95,2019054,0,18
2019053,80,95,2019054,0,19
2019053,81,95,2019054,0,20
2019053,82,95,2019054,0,21
2019053,83,95,2019054,0,22
2019053,84,95,2019054,0,23
2019053,85,95,2019054,0,24
2019053,86,95,2019054,0,25
2019053,87,95,2019054,0,26
2019053,88,95,2019054,0,27
2019053,89,95,2019054,0,28
2019053,90,95,2019054,0,29
2019053,91,95,2019054,0,30
2019053,92,95,2019054,0,31
2019053,93,95,2019054,0,32
2019053,94,95,2019054,0,33
2019053,95,95,2019054,0,34
2019054,0,35,,,
2019054,1,36,,,
2019054,2,37,,,
2019054,3,38,,,
2019054,4,39,,,
2019054,5,40,,,
2019054,6,41,,,
2019054,7,42,,,
2019054,8,43,,,
2019054,9,44,,,
2019054,10,45,,,
2019054,11,46,,,
2019054,12,47,,,
2019054,13,48,,,
2019054,14,49,,,
2019054,15,50,,,
2019054,16,51,,,
2019054,17,52,,,
2019054,18,53,,,
2019054,19,54,,,
2019054,20,55,,,
2019054,21,56,,,
2019054,22,57,,,
2019054,23,58,,,
2019054,24,59,,,
2019054,25,60,,,
2019054,26,61,,,
2019054,27,62,,,
2019054,28,63,,,
2019054,29,64,,,
2019054,30,65,,,
2019054,31,66,,,
2019054,32,67,,,
2019054,33,68,,,
2019054,34,69,,,
2019054,35,70,,,
2019054,36,71,,,
2019054,37,72,,,
2019054,38,73,,,
2019054,39,74,,,
2019054,40,75,,,
2019054,41,76,,,
2019054,42,77,,,
2019054,43,78,,,
2019054,44,79,,,
2019054,45,80,,,
2019054,46,81,,,
2019054,47,82,,,
2019054,48,83,,,
2019054,49,84,,,
2019054,50,85,,,
2019054,51,86,,,
2019054,52,87,,,
2019054,53,88,,,
2019054,54,89,,,
2019054,55,90,,,
2019054,56,91,,,
2019054,57,92,,,
2019054,58,93,,,
2019054,59,94,,,
2019054,60,95,,,
2019054,61,95,2019055,0,0
2019054,62,95,2019055,0,1
2019054,63,95,2019055,0,2
2019054,64,95,2019055,0,3
2019054,65,95,2019055,0,4
2019054,66,95,2019055,0,5
2019054,67,95,2019055,0,6
2019054,68,95,2019055,0,7
2019054,69,95,2019055,0,8
2019054,70,95,2019055,0,9
2019054,71,95,2019055,0,10
2019054,72,95,2019055,0,11
2019054,73,95,2019055,0,12
2019054,74,95,2019055,0,13
2019054,75,95,2019055,0,14
2019054,76,95,2019055,0,15
2019054,77,95,2019055,0,16
2019054,78,95,2019055,0,17
2019054,79,95,2019055,0,18
2019054,80,95,2019055,0,19
2019054,81,95,2019055,0,20
2019054,82,95,2019055,0,21
2019054,83,95,2019055,0,22
2019054,84,95,2019055,0,23
2019054,85,95,2019055,0,24
2019054,86,95,2019055,0,25
2019054,87,95,2019055,0,26
2019054,88,95,2019055,0,27
2019054,89,95,2019055,0,28
2019054,90,95,2019055,0,29
2019054,91,95,2019055,0,30
2019054,92,95,2019055,0,31
2019054,93,95,2019055,0,32
2019054,94,95,2019055,0,33
2019054,95,95,2019055,0,34
2019055,0,35,,,
2019055,1,36,,,
2019055,2,37,,,
2019055,3,38,,,
2019055,4,39,,,
2019055,5,40,,,
2019055,6,41,,,
2019055,7,42,,,
2019055,8,43,,,
2019055,9,44,,,
2019055,10,45,,,
2019055,11,46,,,
2019055,12,47,,,
2019055,13,48,,,
2019055,14,49,,,
2019055,15,50,,,
2019055,16,51,,,
2019055,17,52,,,
2019055,18,53,,,
2019055,19,54,,,
2019055,20,55,,,
2019055,21,56,,,
2019055,22,57,,,
2019055,23,58,,,
2019055,24,59,,,
2019055,25,60,,,
2019055,26,61,,,
2019055,27,62,,,
2019055,28,63,,,
2019055,29,64,,,
2019055,30,65,,,
2019055,31,66,,,
2019055,32,67,,,
2019055,33,68,,,
2019055,34,69,,,
2019055,35,70,,,
2019055,36,71,,,
2019055,37,72,,,
2019055,38,73,,,
2019055,39,74,,,
2019055,40,75,,,
2019055,41,76,,,
2019055,42,77,,,
2019055,43,78,,,
2019055,44,79,,,
2019055,45,80,,,
2019055,46,81,,,
2019055,47,82,,,
2019055,48,83,,,
2019055,49,84,,,
2019055,50,85,,,
2019055,51,86,,,
2019055,52,87,,,
2019055,53,88,,,
2019055,54,89,,,
2019055,55,90,,,
2019055,56,91,,,
2019055,57,92,,,
2019055,58,93,,,
2019055,59,94,,,
2019055,60,95,,,
2019055,61,95,2019056,0,0
2019055,62,95,2019056,0,1
2019055,63,95,2019056,0,2
2019055,64,95,2019056,0,3
2019055,65,95,2019056,0,4
2019055,66,95,2019056,0,5
2019055,67,95,2019056,0,6
2019055,68,95,2019056,0,7
2019055,69,95,2019056,0,8
2019055,70,95,2019056,0,9
2019055,71,95,2019056,0,10
2019055,72,95,2019056,0,11
2019055,73,95,2019056,0,12
2019055,74,95,2019056,0,13
2019055,75,95,2019056,0,14
2019055,76,95,2019056,0,15
2019055,77,95,2019056,0,16
2019055,78,95,2019056,0,17
2019055,79,95,2019056,0,18
2019055,80,95,2019056,0,19
2019055,81,95,2019056,0,20
2019055,82,95,2019056,0,21
2019055,83,95,2019056,0,22
2019055,84,95,2019056,0,23
2019055,85,95,2019056,0,24
2019055,86,95,2019056,0,25
2019055,87,95,2019056,0,26
2019055,88,95,2019056,0,27
2019055,89,95,2019056,0,28
2019055,90,95,2019056,0,29
2019055,91,95,2019056,0,30
2019055,92,95,2019056,0,31
2019055,93,95,2019056,0,32
2019055,94,95,2019056,0,33
2019055,95,95,2019056,0,34
2019056,0,35,,,
2019056,1,36,,,
2019056,2,37,,,
2019056,3,38,,,
2019056,4,39,,,
2019056,5,40,,,
2019056,6,41,,,
2019056,7,42,,,
2019056,8,43,,,
2019056,9,44,,,
2019056,10,45,,,
2019056,11,46,,,
2019056,12,47,,,
2019056,13,48,,,
2019056,14,49,,,
2019056,15,50,,,
2019056,59,94,,,
2019056,60,95,,,
2019056,61,95,2019057,0,0
2019056,62,95,2019057,0,1
2019056,63,95,2019057,0,2
2019056,64,95,2019057,0,3
2019056,65,95,2019057,0,4
2019056,66,95,2019057,0,5
2019056,67,95,2019057,0,6
2019056,68,95,2019057,0,7
2019056,69,95,2019057,0,8
2019056,70,95,2019057,0,9
2019056,71,95,2019057,0,10
2019056,72,95,2019057,0,11
2019056,73,95,2019057,0,12
2019056,74,95,2019057,0,13
2019056,75,95,2019057,0,14
2019056,76,95,2019057,0,15
2019056,77,95,2019057,0,16
2019056,78,95,2019057,0,17
2019056,79,95,2019057,0,18
2019056,80,95,2019057,0,19
2019056,81,95,2019057,0,20
2019056,82,95,2019057,0,21
2019056,83,95,2019057,0,22
2019056,84,95,2019057,0,23
2019056,85,95,2019057,0,24
2019056,86,95,2019057,0,25
2019056,87,95,2019057,0,26
2019056,88,95,2019057,0,27
2019056,89,95,2019057,0,28
2019056,90,95,2019057,0,29
2019056,91,95,2019057,0,30
2019056,92,95,2019057,0,31
2019056,93,95,2019057,0,32
2019056,94,95,2019057,0,33
2019056,95,95,2019057,0,34
2019057,0,35,,,
2019057,1,36,,,
2019057,2,37,,,
2019057,3,38,,,
2019057,4,39,,,
2019057,5,40,,,
2019057,6,41,,,
2019057,7,42,,,
2019057,8,43,,,
2019057,9,44,,,
2019057,10,45,,,
2019057,11,46,,,
2019057,12,47,,,
2019057,13,48,,,
2019057,14,49,,,
2019057,15,50,,,
2019057,16,51,,,
2019057,17,52,,,
2019057,18,53,,,
2019057,19,54,,,
2019057,20,55,,,
2019057,21,56,,,
2019057,22,57,,,
2019057,23,58,,,
2019057,24,59,,,
2019057,25,60,,,
2019057,26,61,,,
2019057,27,62,,,
2019057,28,63,,,
2019057,29,64,,,
2019057,30,65,,,
2019057,31,66,,,
2019057,32,67,,,
2019057,33,68,,,
2019057,34,69,,,
2019057,35,70,,,
2019057,36,71,,,
2019057,37,72,,,
2019057,38,73,,,
2019057,39,74,,,
2019057,40,75,,,
2019057,41,76,,,
2019057,42,77,,,
2019057,43,78,,,
2019057,44,79,,,
2019057,45,80,,,
2019057,46,81,,,
2019057,47,82,,,
2019057,48,83,,,
2019057,49,84,,,
2019057,50,85,,,
2019057,51,86,,,
2019057,52,87,,,
2019057,53,88,,,
2019057,54,89,,,
2019057,55,90,,,
2019057,56,91,,,
2019057,57,92,,,
2019057,58,93,,,
2019057,59,94,,,
2019057,60,95,,,
2019057,61,95,2019058,0,0
2019057,62,95,2019058,0,1
2019057,63,95,2019058,0,2
2019057,64,95,2019058,0,3
2019057,65,95,2019058,0,4
2019057,66,95,2019058,0,5
2019057,67,95,2019058,0,6
2019057,68,95,2019058,0,7
2019057,69,95,2019058,0,8
2019057,70,95,2019058,0,9
2019057,71,95,2019058,0,10
2019057,72,95,2019058,0,11
2019057,73,95,2019058,0,12
2019057,74,95,2019058,0,13
2019057,75,95,2019058,0,14
2019057,76,95,2019058,0,15
2019057,77,95,2019058,0,16
2019057,78,95,2019058,0,17
2019057,79,95,2019058,0,18
2019057,80,95,2019058,0,19
2019057,81,95,2019058,0,20
2019057,82,95,2019058,0,21
2019057,83,95,2019058,0,22
2019057,84,95,2019058,0,23
2019057,85,95,2019058,0,24
2019057,86,95,2019058,0,25
2019057,87,95,2019058,0,26
2019057,88,95,2019058,0,27
2019057,89,95,2019058,0,28
2019057,90,95,2019058,0,29
2019057,91,95,2019058,0,30
2019057,92,95,2019058,0,31
2019057,93,95,2019058,0,32
2019057,94,95,2019058,0,33
2019057,95,95,2019058,0,34
2019058,0,35,,,
2019058,1,36,,,
2019058,2,37,,,
2019058,3,38,,,
2019058,4,39,,,
2019058,5,40,,,
2019058,6,41,,,
2019058,7,42,,,
2019058,8,43,,,
2019058,9,44,,,
2019058,10,45,,,
2019058,11,46,,,
2019058,12,47,,,
2019058,13,48,,,
2019058,14,49,,,
2019058,15,50,,,
2019058,16,51,,,
2019058,17,52,,,
2019058,18,53,,,
2019058,19,54,,,
2019058,20,55,,,
2019058,21,56,,,
2019058,22,57,,,
2019058,23,58,,,
2019058,24,59,,,
2019058,25,60,,,
2019058,26,61,,,
2019058,27,62,,,
2019058,28,63,,,
2019058,29,64,,,
2019058,30,65,,,
2019058,31,66,,,
2019058,32,67,,,
2019058,33,68,,,
2019058,34,69,,,
2019058,35,70,,,
2019058,36,71,,,
2019058,37,72,,,
2019058,38,73,,,
2019058,39,74,,,
2019058,40,75,,,
2019058,41,76,,,
2019058,42,77,,,
2019058,43,78,,,
2019058,44,79,,,
2019058,45,80,,,
2019058,46,81,,,
2019058,47,82,,,
2019058,48,83,,,
2019058,49,84,,,
2019058,50,85,,,
2019058,51,86,,,
2019058,52,87,,,
2019058,53,88,,,
2019058,54,89,,,
2019058,55,90,,,
2019058,56,91,,,
2019058,57,92,,,
2019058,58,93,,,
2019058,59,94,,,
2019058,60,95,,,
2019058,61,95,2019059,0,0
2019058,62,95,2019059,0,1
2019058,63,95,2019059,0,2
2019058,64,95,2019059,0,3
2019058,65,95,2019059,0,4
2019058,66,95,2019059,0,5
2019058,67,95,2019059,0,6
2019058,68,95,2019059,0,7
2019058,69,95,2019059,0,8
2019058,70,95,2019059,0,9
2019058,71,95,2019059,0,10
2019058,72,95,2019059,0,11
2019058,73,95,2019059,0,12
2019058,74,95,2019059,0,13
2019058,75,95,2019059,0,14
2019058,76,95,2019059,0,15
2019058,77,95,2019059,0,16
2019058,78,95,2019059,0,17
2019058,79,95,2019059,0,18
2019058,80,95,2019059,0,19
2019058,81,95,2019059,0,20
2019058,82,95,2019059,0,21
2019058,83,95,2019059,0,22
2019058,84,95,2019059,0,23
2019058,85,95,2019059,0,24
2019058,86,95,2019059,0,25
2019058,87,95,2019059,0,26
2019058,88,95,2019059,0,27
2019058,89,95,2019059,0,28
2019058,90,95,2019059,0,29
2019058,91,95,2019059,0,30
2019058,92,95,2019059,0,31
2019058,93,95,2019059,0,32
2019058,94,95,2019059,0,33
2019058,95,95,2019059,0,34
2019059,0,35,,,
2019059,1,36,,,
2019059,2,37,,,
2019059,3,38,,,
2019059,4,39,,,
2019059,5,40,,,
2019059,6,41,,,
2019059,7,42,,,
2019059,8,43,,,
2019059,9,44,,,
2019059,10,45,,,
2019059,11,46,,,
2019059,12,47,,,
2019059,13,48,,,
2019059,14,49,,,
2019059,15,50,,,
2019059,16,51,,,
2019059,17,52,,,
2019059,18,53,,,
2019059,19,54,,,
2019059,20,55,,,
2019059,21,56,,,
2019059,22,57,,,
2019059,23,58,,,
2019059,24,59,,,
2019059,25,60,,,
2019059,26,61,,,
2019059,27,62,,,
2019059,28,63,,,
2019059,29,64,,,
2019059,30,65,,,
2019059,31,66,,,
2019059,32,67,,,
2019059,33,68,,,
2019059,34,69,,,
2019059,35,70,,,
2019059,36,71,,,
2019059,37,72,,,
2019059,38,73,,,
2019059,39,74,,,
2019059,40,75,,,
2019059,41,76,,,
2019059,42,77,,,
2019059,43,78,,,
2019059,44,79,,,
2019059,45,80,,,
2019059,46,81,,,
2019059,47,82,,,
2019059,48,83,,,
2019059,49,84,,,
2019059,50,85,,,
2019059,51,86,,,
2019059,52,87,,,
2019059,53,88,,,
2019059,54,89,,,
2019059,55,90,,,
2019059,56,91,,,
2019059,57,92,,,
2019059,58,93,,,
2019059,59,94,,,
2019059,60,95,,,
2019059,61,95,2019060,0,0
2019059,62,95,2019060,0,1
2019059,63,95,2019060,0,2
2019059,64,95,2019060,0,3
2019059,65,95,2019060,0,4
2019059,66,95,2019060,0,5
2019059,67,95,2019060,0,6
2019059,68,95,2019060,0,7
2019059,69,95,2019060,0,8
2019059,70,95,2019060,0,9
2019059,71,95,2019060,0,10
2019059,72,95,2019060,0,11
2019059,73,95,2019060,0,12
2019059,74,95,2019060,0,13
2019059,75,95,2019060,0,14
2019059,76,95,2019060,0,15
2019059,77,95,2019060,0,16
2019059,78,95,2019060,0,17
2019059,79,95,2019060,0,18
2019059,80,95,2019060,0,19
2019059,81,95,2019060,0,20
2019059,82,95,2019060,0,21
2019059,83,95,2019060,0,22
2019059,84,95,2019060,0,23
2019059,85,95,2019060,0,24
2019059,86,95,2019060,0,25
2019059,87,95,2019060,0,26
2019059,88,95,2019060,0,27
2019059,89,95,2019060,0,28
2019059,90,95,2019060,0,29
2019059,91,95,2019060,0,30
2019059,92,95,2019060,0,31
2019059,93,95,2019060,0,32
2019059,94,95,2019060,0,33
2019059,95,95,2019060,0,34
2019060,0,35,,,
2019060,1,36,,,
2019060,2,37,,,
2019060,3,38,,,
2019060,4,39,,,
2019060,5,40,,,
2019060,6,41,,,
2019060,7,42,,,
2019060,8,43,,,
2019060,9,44,,,
2019060,10,45,,,
2019060,11,46,,,
2019060,12,47,,,
2019060,13,48,,,
2019060,14,49,,,
